bag_id,segment_id,[feature vector]
0,0,0.923369,0.932914,0.047859,0.577053,0.000224,0.058447,0.000001,-0.003165,0.000000,0.007492,0.035294,0.470588,16.289772,5.158962,6.000000,20.000000,14.000000,18.000000,176.000000,76.000000,32.818180,0.698413,0.111111,0.000000,0.000000,0.000000,0.111111,0.111111,0.000000,0.111111,0.555556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,1,0.931287,0.944618,0.049628,0.520347,0.000250,0.066676,0.000001,-0.000170,0.000000,0.008911,0.050980,0.631579,17.308641,5.186185,6.000000,21.000000,15.000000,20.000000,243.000000,72.000000,21.333334,0.810000,0.000000,0.000000,0.000000,0.000000,0.125000,0.041667,0.000000,0.083333,0.166667,0.041667,0.458333,0.000000,0.083333,0.000000,0.000000,0.000000
0,2,0.950934,0.928161,0.079139,0.493643,0.000693,0.064841,-0.000011,0.002586,0.000001,0.009468,0.094118,0.466667,17.050388,4.721034,6.000000,31.000000,25.000000,16.000000,258.000000,88.000000,30.015503,0.645000,0.133333,0.033333,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667,0.233333,0.033333,0.100000,0.100000,0.066667,0.066667,0.133333,0.033333
0,3,0.951240,0.981054,0.078630,0.585746,0.000501,0.070442,-0.000001,-0.006424,0.000001,0.011060,0.086275,0.852459,16.870308,4.774695,6.000000,33.000000,27.000000,62.000000,879.000000,216.000000,53.078499,0.525090,0.057143,0.057143,0.085714,0.085714,0.028571,0.000000,0.000000,0.057143,0.314286,0.057143,0.028571,0.228571,0.000000,0.000000,0.000000,0.000000
0,4,0.978228,0.976268,0.130404,0.429165,0.003644,0.054802,-0.000028,0.005230,0.000021,0.007184,0.184314,0.351852,17.089231,5.024576,6.000000,59.000000,53.000000,55.000000,975.000000,261.000000,69.867691,0.334477,0.074074,0.074074,0.111111,0.037037,0.000000,0.000000,0.000000,0.074074,0.074074,0.037037,0.259259,0.000000,0.037037,0.037037,0.037037,0.148148
0,5,0.933854,0.973848,0.050298,0.471119,0.000294,0.052922,0.000002,-0.001435,0.000000,0.006010,0.031373,0.595745,16.865019,4.915914,6.000000,25.000000,19.000000,48.000000,526.000000,161.000000,49.279469,0.576754,0.090909,0.045455,0.000000,0.000000,0.136364,0.000000,0.000000,0.000000,0.000000,0.136364,0.318182,0.000000,0.045455,0.136364,0.045455,0.045455
0,6,0.950576,0.969441,0.063178,0.532592,0.000471,0.075815,0.000001,-0.004785,0.000000,0.010111,0.066667,0.810811,17.199196,4.622422,6.000000,28.000000,22.000000,38.000000,497.000000,155.000000,48.340042,0.594498,0.044444,0.022222,0.022222,0.066667,0.111111,0.133333,0.044444,0.022222,0.066667,0.022222,0.044444,0.133333,0.044444,0.066667,0.111111,0.044444
0,7,0.910311,0.932138,0.052791,0.471319,0.000261,0.049752,-0.000000,0.000472,0.000000,0.006299,0.035294,0.526316,16.137405,4.119889,7.000000,20.000000,13.000000,20.000000,131.000000,95.000000,68.893127,0.503846,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,8,0.916335,0.953794,0.055262,0.559224,0.000163,0.056052,-0.000000,-0.006458,0.000000,0.007988,0.054902,0.666667,16.947136,4.700439,7.000000,20.000000,13.000000,28.000000,227.000000,91.000000,36.480175,0.623626,0.090909,0.045455,0.045455,0.136364,0.045455,0.000000,0.000000,0.045455,0.045455,0.136364,0.181818,0.045455,0.090909,0.045455,0.000000,0.045455
0,9,0.911794,0.952934,0.058008,0.533363,0.000147,0.064493,-0.000000,0.002914,0.000000,0.008658,0.062745,0.416667,16.684729,4.943935,8.000000,21.000000,13.000000,25.000000,203.000000,84.000000,34.758621,0.624615,0.000000,0.000000,0.000000,0.000000,0.041667,0.208333,0.000000,0.083333,0.083333,0.083333,0.041667,0.041667,0.000000,0.166667,0.166667,0.083333
0,10,0.947286,0.934404,0.069040,0.527373,0.000430,0.078544,0.000001,-0.002809,0.000000,0.012136,0.074510,0.466667,16.472727,5.060020,8.000000,30.000000,22.000000,16.000000,220.000000,77.000000,26.950001,0.625000,0.150000,0.050000,0.000000,0.000000,0.050000,0.000000,0.000000,0.050000,0.350000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.150000
0,11,0.940286,0.929327,0.073269,0.554823,0.000348,0.076329,-0.000000,-0.005312,0.000000,0.011208,0.078431,0.666667,16.662252,4.551235,9.000000,29.000000,20.000000,16.000000,151.000000,75.000000,37.251656,0.471875,0.142857,0.142857,0.000000,0.071429,0.071429,0.000000,0.071429,0.142857,0.214286,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,12,0.944622,0.982511,0.088366,0.473199,0.000372,0.063098,-0.000000,0.002511,0.000000,0.008327,0.078431,0.476190,17.056757,4.742509,10.000000,35.000000,25.000000,64.000000,740.000000,223.000000,67.201355,0.462500,0.051282,0.025641,0.000000,0.000000,0.000000,0.025641,0.076923,0.051282,0.051282,0.051282,0.025641,0.153846,0.076923,0.128205,0.153846,0.128205
0,13,0.928842,0.938258,0.089941,0.475954,0.000232,0.078763,0.000001,0.003362,0.000000,0.012060,0.090196,0.250000,17.016575,4.780803,16.000000,32.000000,16.000000,17.000000,181.000000,65.000000,23.342541,0.665441,0.176471,0.058824,0.000000,0.000000,0.058824,0.000000,0.000000,0.117647,0.117647,0.117647,0.000000,0.000000,0.235294,0.000000,0.000000,0.117647
0,14,0.951444,0.969808,0.125399,0.467905,0.000509,0.064526,0.000002,0.006294,0.000001,0.008924,0.105882,0.236842,16.768240,4.821929,20.000000,44.000000,24.000000,39.000000,466.000000,144.000000,44.497852,0.497863,0.090909,0.045455,0.000000,0.090909,0.000000,0.000000,0.000000,0.136364,0.090909,0.090909,0.181818,0.136364,0.136364,0.000000,0.000000,0.000000
0,15,0.974552,0.935426,0.236460,0.544513,0.001860,0.061714,-0.000004,-0.001312,0.000007,0.007756,0.250980,0.529412,16.480904,5.256904,39.000000,82.000000,43.000000,18.000000,576.000000,141.000000,34.515625,0.744186,0.107143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.107143,0.392857,0.000000,0.178571,0.107143,0.071429,0.000000,0.000000,0.035714
0,16,0.922566,0.902279,0.213845,0.455923,0.000294,0.043800,-0.000003,0.002455,0.000000,0.005380,0.227451,0.500000,15.241380,4.649101,46.000000,61.000000,15.000000,15.000000,116.000000,69.000000,41.043102,0.515556,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,17,0.932610,0.932035,0.218844,0.544632,0.000254,0.078058,0.000000,-0.003928,0.000000,0.011588,0.219608,0.666667,16.225491,4.722510,48.000000,65.000000,17.000000,16.000000,204.000000,66.000000,21.352942,0.750000,0.157895,0.052632,0.000000,0.052632,0.157895,0.000000,0.000000,0.105263,0.368421,0.052632,0.000000,0.000000,0.000000,0.000000,0.000000,0.052632
0,18,0.959804,0.962875,0.266273,0.580597,0.000808,0.072174,-0.000002,-0.007088,0.000002,0.010665,0.270588,0.666667,16.572313,4.877947,52.000000,83.000000,31.000000,31.000000,484.000000,144.000000,42.842976,0.503642,0.107143,0.035714,0.000000,0.000000,0.035714,0.071429,0.000000,0.107143,0.392857,0.107143,0.035714,0.000000,0.000000,0.000000,0.071429,0.035714
0,19,0.957852,0.952930,0.267421,0.493392,0.000924,0.078569,-0.000000,0.001475,0.000001,0.011263,0.294118,0.318182,17.054794,4.991931,54.000000,81.000000,27.000000,23.000000,219.000000,106.000000,51.305935,0.352657,0.111111,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.222222,0.222222,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.111111
0,20,0.984998,0.993573,0.366849,0.396767,0.007873,0.070947,0.000630,0.005652,0.000197,0.010093,0.294118,0.575916,17.567074,5.992212,55.000000,163.000000,108.000000,192.000000,8170.000000,1194.000000,174.496445,0.394001,0.216000,0.120000,0.064000,0.048000,0.056000,0.016000,0.048000,0.024000,0.056000,0.032000,0.104000,0.032000,0.000000,0.040000,0.104000,0.040000
0,21,0.948898,0.961148,0.264322,0.604868,0.000450,0.053813,-0.000002,-0.004330,0.000000,0.007592,0.274510,0.562500,16.732906,4.755922,56.000000,78.000000,22.000000,33.000000,468.000000,113.000000,27.284187,0.644628,0.058824,0.058824,0.058824,0.000000,0.000000,0.000000,0.000000,0.117647,0.470588,0.117647,0.000000,0.000000,0.058824,0.000000,0.000000,0.058824
0,22,0.954970,0.954004,0.281639,0.542301,0.000595,0.059876,-0.000004,-0.004736,0.000001,0.007796,0.294118,0.680000,16.621027,5.123955,56.000000,83.000000,27.000000,26.000000,409.000000,121.000000,35.797066,0.582621,0.120000,0.080000,0.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.000000,0.040000,0.000000,0.040000,0.160000,0.400000,0.000000
0,23,0.959069,0.983470,0.285200,0.462444,0.000753,0.072026,0.000005,-0.000002,0.000001,0.009825,0.294118,0.569231,16.704420,5.120468,58.000000,90.000000,32.000000,66.000000,1086.000000,206.000000,39.075508,0.514205,0.166667,0.033333,0.000000,0.000000,0.050000,0.050000,0.066667,0.016667,0.033333,0.050000,0.166667,0.133333,0.083333,0.100000,0.016667,0.033333
0,24,0.959509,0.931698,0.291185,0.585051,0.000718,0.055757,-0.000003,-0.002322,0.000001,0.007104,0.282353,0.470588,16.642643,4.554796,59.000000,87.000000,28.000000,18.000000,333.000000,82.000000,20.192192,0.660714,0.111111,0.000000,0.055556,0.000000,0.000000,0.000000,0.111111,0.000000,0.611111,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,25,0.961432,0.941105,0.282098,0.465784,0.001163,0.067586,0.000016,0.004962,0.000003,0.009461,0.258824,0.368421,16.564203,5.124593,59.000000,89.000000,30.000000,20.000000,257.000000,127.000000,62.758755,0.428333,0.117647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117647,0.117647,0.117647,0.235294,0.176471,0.058824,0.000000,0.000000,0.058824
